carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1.01,Premium,F,SI1,62.8,59.0,6.4,6.36,4.01,24700.184388720652
0.33,Premium,I,VS1,61.6,60.0,4.42,4.45,2.73,6796.344592503186
0.9,Very Good,F,VS2,64.2,59.0,6.07,6.11,3.91,25329.879145271203
0.74,Ideal,F,VS1,62.3,57.0,5.79,5.77,3.6,21002.609343010896
1.04,Premium,G,I1,62.2,58.0,6.46,6.41,4.0,12617.771723061207
0.51,Ideal,D,VS2,62.4,55.0,5.12,5.14,3.2,13837.571422138955
0.58,Very Good,H,SI1,63.3,56.0,5.34,5.31,3.37,10737.397915361784
1.02,Very Good,D,SI2,63.4,59.0,6.41,6.37,4.05,23498.51102575303
0.41,Ideal,I,VS2,62.0,57.0,4.74,4.77,2.95,7643.918361128194
0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01,9860.44430443526
1.13,Ideal,E,VS2,61.4,58.0,6.71,6.74,4.13,33974.3235073532
0.39,Fair,E,SI1,65.6,60.0,4.5,4.56,2.97,8307.672546081076
1.0,Premium,J,SI2,62.7,58.0,6.32,6.28,3.95,12529.638399292284
0.56,Good,E,VS2,62.3,63.0,5.22,5.27,3.27,15958.899128419935
1.15,Premium,G,SI1,63.0,59.0,6.68,6.63,4.19,26789.4166534888
0.81,Ideal,H,IF,61.6,58.0,5.98,6.01,3.69,26999.6626217462
1.27,Premium,J,VVS1,60.1,58.0,7.06,6.99,4.22,30045.232821908805
0.73,Ideal,G,VS2,61.6,56.0,5.8,5.83,3.58,17884.299073565213
0.31,Ideal,G,VVS1,60.8,56.0,4.36,4.39,2.66,8874.793654147492
0.68,Very Good,G,IF,62.7,56.0,5.56,5.6,3.5,22004.241800833144
0.51,Good,D,VS2,60.1,65.0,5.14,5.17,3.1,15414.963647450424
1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,25138.37608439098
0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98,9383.53186232779
1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7,21197.953996145217
0.77,Very Good,E,SI2,60.4,58.0,5.91,5.95,3.58,14873.09761211612
0.44,Very Good,E,SI1,62.2,60.0,4.79,4.86,3.0,9869.455947251507
0.92,Premium,G,SI2,58.4,58.0,6.4,6.34,3.73,16210.091318519688
1.01,Premium,E,SI1,59.5,60.0,6.54,6.46,3.87,24771.01410565185
0.82,Fair,F,SI1,64.9,58.0,5.83,5.79,3.77,16569.988407743713
0.41,Ideal,G,VS1,61.7,57.0,4.81,4.78,2.96,10412.871178491145
0.44,Very Good,F,VVS1,62.1,60.0,4.84,4.92,3.03,14994.5638508756
0.56,Ideal,D,SI2,62.2,55.0,5.29,5.32,3.3,11255.206167012779
0.26,Very Good,E,VVS2,61.7,61.0,4.08,4.12,2.53,8558.315757594608
0.39,Ideal,G,IF,61.6,56.0,4.69,4.73,2.9,12650.397934348432
0.7,Fair,I,I1,68.6,57.0,5.46,5.34,3.71,6320.156671768711
1.2,Premium,G,SI2,62.6,61.0,6.73,6.68,4.2,23659.642533259022
2.0,Very Good,H,SI2,61.0,57.0,8.02,8.18,4.94,31804.956945864848
0.54,Very Good,I,VS2,62.3,56.0,5.17,5.22,3.24,9639.67062378191
0.54,Ideal,D,VS2,61.1,56.0,5.29,5.25,3.22,14836.823912199576
1.6,Very Good,I,VS1,62.3,59.0,7.46,7.51,4.66,37278.36954051082
0.37,Ideal,E,VS1,61.4,55.0,4.62,4.66,2.85,9686.86319833608
1.09,Ideal,G,VVS2,61.8,56.0,6.58,6.62,4.08,33368.03931059185
0.71,Ideal,G,VS1,61.5,56.0,5.74,5.78,3.54,18412.221938070128
1.0,Premium,D,SI1,59.2,62.0,6.54,6.49,3.86,27674.363223674718
0.33,Ideal,E,VS2,61.5,57.0,4.41,4.47,2.73,8284.790965795568
1.2,Very Good,I,VS1,62.6,59.0,6.69,6.73,4.2,25984.755092307816
1.21,Premium,G,VS1,62.7,58.0,6.76,6.85,4.27,34336.73305730524
0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98,12660.179997976722
0.31,Good,G,VS1,63.2,56.0,4.28,4.29,2.71,6977.815505016943
1.01,Premium,D,VVS2,62.4,58.0,6.44,6.39,4.0,37750.88914973369
0.99,Fair,J,I1,73.6,60.0,6.01,5.8,4.35,9749.518199045078
1.07,Premium,H,VS2,60.6,60.0,6.66,6.63,4.03,26785.651969828974
0.92,Premium,F,SI2,61.8,58.0,6.19,6.23,3.84,17729.45450427917
1.04,Very Good,G,VVS2,62.8,54.0,6.39,6.5,4.05,28887.41084730405
0.3,Premium,G,VVS1,62.6,58.0,4.27,4.29,2.68,9159.265681917177
0.62,Very Good,D,VVS2,58.1,63.0,5.59,5.66,3.27,22904.28225760783
0.7,Ideal,F,SI2,62.1,57.0,5.65,5.69,3.52,13246.9558495744
1.0,Premium,G,SI2,60.7,59.0,6.45,6.41,3.9,18491.314001964914
1.03,Ideal,G,SI1,60.8,57.0,6.52,6.47,3.95,22152.402685762852
0.71,Ideal,G,VVS1,61.1,57.0,5.76,5.8,3.53,23086.06502381015
0.3,Ideal,H,VVS1,62.5,53.8,4.31,4.33,2.69,7848.020554784577
0.4,Good,I,VS1,63.8,55.0,4.69,4.65,2.98,7399.357840629369
0.5,Good,E,VS2,64.1,58.0,5.03,5.01,3.22,13164.83084433022
0.26,Very Good,E,VVS2,62.9,56.0,4.07,4.1,2.57,7806.768722594975
0.33,Very Good,G,VS2,62.1,56.0,4.41,4.44,2.75,7101.1058896175155
0.4,Ideal,D,VVS2,62.2,55.0,4.74,4.72,2.94,12857.191667601905
0.53,Very Good,E,SI1,63.0,55.0,5.14,5.18,3.25,11271.629222784439
0.7,Very Good,F,SI1,62.3,57.0,5.65,5.69,3.53,15146.262557264774
0.36,Ideal,E,VS2,61.9,56.0,4.55,4.56,2.82,8919.651787887866
0.48,Premium,E,SI2,62.9,60.0,4.93,4.9,3.09,9278.785815294257
0.72,Ideal,D,SI1,60.5,56.0,5.79,5.84,3.52,17300.85741680769
0.51,Very Good,F,VS2,58.6,58.0,5.22,5.29,3.08,12098.120211520738
0.26,Ideal,G,VS1,62.5,53.0,4.1,4.13,2.57,5977.292609566656
1.0,Good,F,I1,64.2,59.0,6.26,6.3,4.03,13112.206532215809
0.26,Ideal,F,IF,62.0,56.0,4.07,4.1,2.53,8804.757663528593
0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,9295.753674056701
0.79,Premium,G,VS1,61.3,59.0,5.97,5.91,3.64,21357.9382315832
1.07,Ideal,H,VS2,62.1,57.0,6.53,6.49,4.04,24454.945495713448
0.9,Premium,D,SI2,58.1,60.0,6.26,6.24,3.63,17976.906756960354
2.35,Premium,J,VS1,60.7,60.0,8.64,8.6,5.23,47721.15402212517
1.11,Ideal,I,VS1,63.0,56.0,6.61,6.57,4.15,24728.839472834003
0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74,10478.381093017972
0.3,Good,F,VVS1,61.1,61.0,4.29,4.32,2.63,9683.970700770855
0.53,Ideal,G,VS1,61.8,55.0,5.17,5.22,3.21,12739.156884274802
0.79,Premium,J,SI1,58.8,62.0,6.03,6.01,3.54,12316.423654412112
0.33,Premium,D,SI2,61.6,59.0,4.42,4.41,2.72,6515.2986254044945
1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,31479.774754224614
1.03,Very Good,H,SI2,60.9,57.0,6.5,6.58,3.98,16888.554056156256
0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,12299.558610674063
0.32,Ideal,H,VVS1,61.6,54.0,4.42,4.45,2.73,8268.942103942885
0.56,Ideal,E,VS1,61.8,56.0,5.28,5.33,3.28,15644.671738711282
0.34,Premium,G,VVS1,59.0,62.0,4.6,4.56,2.7,10948.82907104796
0.5,Very Good,D,VS1,59.8,58.0,5.12,5.14,3.07,13742.36639640255
3.11,Fair,J,I1,65.9,57.0,9.15,9.02,5.98,21078.01216760649
0.56,Ideal,D,VS2,60.9,56.0,5.35,5.32,3.25,15307.83016568664
0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,9816.716466273481
0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85,9559.903121104408
0.53,Ideal,G,VS2,61.6,56.0,5.24,5.19,3.21,12420.936968507878
1.6,Very Good,D,SI2,60.6,58.0,7.55,7.61,4.59,35691.01500804205
0.31,Ideal,D,SI1,62.1,56.0,4.33,4.37,2.7,7115.591350592447
1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65,29672.29063755288
0.33,Very Good,G,VVS2,62.8,57.0,4.39,4.47,2.78,9156.048170304033
0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75,6391.166608985126
0.71,Premium,G,SI1,58.5,58.0,5.87,5.82,3.42,14259.309999471081
1.01,Premium,F,SI2,61.1,57.0,6.48,6.44,3.95,19497.45951989928
0.3,Ideal,F,VVS1,61.9,58.0,4.26,4.3,2.65,9714.29972405875
1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,32792.73110478614
0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49,13305.495943323935
0.41,Ideal,D,SI1,61.6,55.0,4.8,4.78,2.95,9264.778098879726
1.0,Premium,F,VS1,62.6,58.0,6.37,6.4,4.0,29665.51499325305
1.07,Ideal,D,VS1,61.8,57.0,6.55,6.58,4.06,34839.83670870848
0.52,Premium,G,VS1,62.6,59.0,5.08,5.11,3.19,13246.723137972023
1.05,Ideal,G,VS2,62.8,57.0,6.49,6.45,4.06,27391.894499955397
0.33,Ideal,D,VVS2,61.7,55.0,4.46,4.49,2.76,10568.039936437066
1.5,Very Good,F,SI2,62.3,60.0,7.29,7.34,4.56,32223.94524629894
0.41,Ideal,H,SI2,61.7,56.0,4.8,4.77,2.95,6233.488177642866
0.71,Very Good,F,VS1,62.9,55.0,5.68,5.71,3.58,18627.925387923577
0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2,12378.025332943846
1.01,Very Good,D,VS2,63.1,60.0,6.39,6.35,4.02,32138.01454496905
1.71,Good,H,VS2,63.7,58.0,7.57,7.54,4.81,39607.58111598827
0.4,Ideal,F,VVS1,62.2,56.0,4.71,4.74,2.94,12769.404789448105
0.32,Very Good,G,VS1,61.7,55.0,4.37,4.41,2.71,7098.237277344795
0.5,Very Good,E,SI1,60.7,61.0,5.09,5.12,3.1,11568.93702537857
1.02,Fair,F,SI2,65.5,59.0,6.27,6.24,4.1,18986.389358556593
1.05,Very Good,G,SI2,62.5,60.0,6.45,6.5,4.05,20502.088114152033
1.36,Premium,E,VVS2,59.8,59.0,7.12,7.2,4.38,48141.32124482022
0.51,Ideal,E,SI1,62.3,56.0,5.15,5.12,3.2,11653.997337945202
1.2,Premium,H,SI2,62.4,57.0,6.83,6.75,4.24,20635.058901911943
0.72,Ideal,F,VS1,62.0,56.0,5.76,5.73,3.56,19852.41821369954
0.49,Very Good,F,VVS1,62.2,56.0,5.04,5.08,3.14,15289.28608531559
0.36,Premium,H,SI1,61.3,57.0,4.65,4.61,2.84,6559.3984619902
0.7,Premium,D,SI1,62.1,62.0,5.63,5.58,3.48,18218.208843057542
0.9,Premium,E,SI2,59.5,61.0,6.3,6.24,3.73,19143.802194960466
0.32,Premium,G,VVS1,58.1,59.0,4.53,4.49,2.62,9293.141216049658
2.0,Very Good,G,SI2,63.5,55.0,8.03,7.93,5.07,35502.16366616079
0.9,Good,F,SI2,63.3,57.0,6.08,6.14,3.87,16598.83143705867
1.18,Ideal,E,SI2,60.9,57.0,6.86,6.89,4.19,25908.179042300835
0.36,Ideal,E,VS1,61.8,56.0,4.55,4.58,2.82,9562.926554634245
0.37,Ideal,F,VVS2,60.0,59.0,4.64,4.66,2.79,11160.893772419151
0.3,Ideal,F,SI1,62.4,56.0,4.27,4.32,2.68,6282.298839788059
0.36,Premium,F,VS2,60.5,60.0,4.55,4.61,2.77,8838.852244256126
0.8,Premium,J,SI2,60.2,59.0,6.07,5.95,3.62,10293.017818852506
1.51,Ideal,H,SI1,61.9,57.0,7.37,7.32,4.55,31274.72369175191
0.62,Very Good,F,VS2,59.8,58.0,5.55,5.59,3.33,15514.123127363768
0.71,Premium,H,SI1,62.4,59.0,5.65,5.6,3.51,13325.378857808404
0.32,Good,G,VS1,57.0,62.0,4.51,4.54,2.58,7551.556898741462
1.02,Ideal,G,VS2,62.8,57.0,6.36,6.45,4.02,26158.339284512593
0.41,Premium,H,VS1,62.0,56.0,4.78,4.74,2.95,8808.934908401965
1.14,Ideal,G,VS2,62.0,55.0,6.68,6.77,4.17,28790.645614818754
0.52,Premium,G,SI1,60.6,61.0,5.19,5.17,3.14,11084.494222243333
1.0,Good,H,SI1,62.7,60.0,6.24,6.3,3.93,18645.604889694318
0.56,Very Good,E,SI1,60.2,57.0,5.36,5.4,3.24,12310.583139286999
0.32,Premium,G,SI1,61.0,61.0,4.41,4.38,2.68,6652.584773998032
0.37,Ideal,D,VVS2,61.6,54.0,4.61,4.64,2.85,11335.769038666558
0.9,Good,G,SI1,63.2,59.0,6.05,6.1,3.84,18676.092262621292
1.01,Ideal,G,SI1,61.1,58.0,6.43,6.49,3.95,22534.70450942412
1.03,Ideal,J,SI1,62.3,57.0,6.48,6.43,4.02,16210.660864575846
0.78,Premium,G,SI2,60.6,58.0,6.02,5.99,3.64,14610.248164643277
0.33,Ideal,G,VS1,61.6,57.0,4.46,4.49,2.75,8267.19912883803
0.33,Ideal,H,VVS2,61.3,56.0,4.43,4.47,2.73,8056.581743298003
1.09,Ideal,H,SI1,61.9,57.0,6.63,6.58,4.09,22408.380041657012
0.5,Good,J,SI1,63.3,60.0,4.97,4.99,3.15,6999.915113326781
1.01,Ideal,J,VS2,61.3,56.0,6.46,6.5,3.97,17848.518464029064
1.0,Very Good,E,VVS2,63.5,55.0,6.36,6.31,4.02,32381.702808545273
0.59,Premium,E,SI2,60.8,56.0,5.43,5.4,3.29,10744.379398376728
0.7,Very Good,H,SI2,59.9,57.0,5.74,5.77,3.45,10480.037918609232
0.31,Premium,I,SI1,61.3,58.0,4.34,4.37,2.67,4864.4596679311235
0.39,Premium,E,VS2,62.5,60.0,4.64,4.67,2.91,10555.052266390632
0.85,Ideal,E,SI1,61.8,54.0,6.1,6.14,3.78,19575.366410454044
0.73,Ideal,I,VVS2,62.3,55.0,5.76,5.77,3.59,17018.70513032999
1.09,Ideal,J,SI1,60.7,58.0,6.64,6.68,4.04,17335.540139921035
0.4,Ideal,D,SI2,61.3,56.0,4.72,4.77,2.91,7667.5887847251915
0.4,Very Good,E,SI1,61.7,60.0,4.68,4.72,2.9,8943.658289315146
0.22,Fair,E,VS2,65.1,61.0,3.87,3.78,2.49,5983.806470781725
0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65,7739.720557354261
1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,15753.055646733957
1.06,Fair,I,I1,64.5,57.0,6.47,6.33,4.13,9562.254597892843
0.61,Very Good,E,VS1,59.6,63.0,5.44,5.57,3.28,18470.860212491174
0.82,Ideal,H,VVS2,61.4,56.0,6.01,6.05,3.71,22141.897895851907
1.01,Fair,G,I1,64.5,56.0,6.32,6.26,4.06,10804.569885251487
0.32,Ideal,E,VS2,61.4,56.0,4.4,4.43,2.71,7940.659385855718
0.5,Premium,D,SI2,62.2,58.0,5.08,5.14,3.18,10440.162906869598
1.01,Premium,F,SI1,59.1,56.0,6.65,6.52,3.89,22601.30967903441
1.0,Very Good,F,SI2,62.7,58.0,6.3,6.36,3.97,19137.077266563243
0.31,Ideal,D,SI1,62.9,56.0,4.34,4.31,2.72,7262.463862323939
0.35,Ideal,E,VS2,62.4,57.0,4.52,4.55,2.83,9255.342976355083
0.7,Ideal,H,VS2,61.2,57.0,5.73,5.77,3.52,15790.73716386657
1.08,Ideal,G,SI2,62.2,56.0,6.56,6.59,4.09,20183.677819743876
1.21,Premium,D,VVS1,60.1,59.0,6.96,6.88,4.16,49456.28570171226
1.06,Premium,H,SI1,62.8,58.0,6.49,6.47,4.07,21462.122454619603
0.28,Ideal,I,VS2,62.4,56.0,4.19,4.22,2.62,5167.4909430461785
0.5,Good,F,VS2,63.3,57.0,5.02,5.06,3.19,11987.685802702494
1.01,Premium,D,SI1,61.6,58.0,6.47,6.42,3.97,26343.725054338644
0.42,Fair,D,SI1,64.7,61.0,4.7,4.73,3.05,9996.66276425896
1.53,Ideal,F,SI1,61.6,56.0,7.34,7.39,4.54,34979.662331228195
0.57,Premium,E,VS2,63.0,59.0,5.29,5.25,3.32,15823.226469151054
0.41,Premium,D,VVS2,61.9,59.0,4.78,4.75,2.95,14060.313206946135
2.24,Ideal,F,SI2,60.3,59.0,8.47,8.5,5.12,46619.91444312364
0.41,Good,E,SI2,63.8,57.0,4.75,4.68,3.01,7614.566829648596
0.5,Very Good,G,SI1,62.4,52.0,5.1,5.15,3.2,9036.521406772841
0.23,Very Good,F,VS2,59.1,59.0,4.02,4.07,2.39,5561.617421480931
1.11,Very Good,F,SI1,60.1,61.0,6.64,6.74,4.06,27121.359935930006
1.2,Ideal,E,SI2,61.3,56.0,6.85,6.88,4.21,25174.17229277735
1.14,Premium,F,VVS1,59.4,59.0,6.87,6.8,4.06,42252.70253522855
0.9,Ideal,G,SI2,62.5,56.0,6.15,6.2,3.86,16507.232010399264
1.22,Premium,G,VS1,62.2,59.0,6.82,6.87,4.26,35397.54018787137
0.7,Premium,F,VS1,61.7,60.0,5.67,5.64,3.49,19882.084446009427
1.07,Premium,I,SI1,58.4,60.0,6.78,6.68,3.93,19783.83242684538
0.51,Very Good,E,SI2,63.3,56.0,5.12,5.08,3.23,9667.992475102898
0.3,Premium,E,SI1,62.5,60.0,4.24,4.27,2.66,6882.007616427183
1.12,Premium,G,SI2,61.2,58.0,6.69,6.67,4.09,21000.026783403107
0.3,Premium,F,VS2,61.5,60.0,4.26,4.29,2.63,7450.881246726996
0.4,Premium,D,SI1,61.6,58.0,4.73,4.69,2.9,9189.404177460425
0.9,Premium,I,SI1,63.0,58.0,6.09,6.01,3.81,14986.13695720614
0.3,Ideal,H,VS1,61.6,57.0,4.3,4.33,2.66,6699.614358744844
0.74,Premium,F,SI2,61.4,57.0,5.82,5.8,3.57,13744.780775337938
0.41,Very Good,J,VS2,63.4,56.0,4.73,4.7,2.99,6436.574274816348
0.52,Premium,E,SI1,61.6,58.0,5.17,5.12,3.17,11604.55793546684
0.54,Ideal,D,VVS2,61.4,52.0,5.3,5.34,3.26,17075.304977370874
0.9,Very Good,H,SI2,61.2,57.0,6.21,6.27,3.82,14615.38232757758
0.7,Good,I,VS1,61.1,61.0,5.65,5.7,3.47,14526.304760134597
0.34,Very Good,H,VS2,62.4,60.0,4.41,4.44,2.76,7195.285562747613
0.7,Ideal,F,VS2,61.9,55.0,5.7,5.74,3.54,17746.28127998152
1.02,Very Good,G,VS2,63.0,57.0,6.37,6.39,4.02,25034.81068162915
1.0,Good,F,SI2,63.8,58.0,6.28,6.33,4.02,19239.213624472515
0.31,Ideal,I,SI2,61.0,56.0,4.39,4.43,2.69,4156.2891119651995
1.23,Premium,G,VS1,62.2,58.0,6.78,6.74,4.27,32805.9836387925
0.7,Very Good,E,SI1,59.4,63.0,5.79,5.73,3.42,17481.72275885411
0.54,Ideal,D,VS2,61.1,57.0,5.25,5.22,3.2,14775.17984556459
0.38,Ideal,H,SI1,61.5,56.0,4.67,4.69,2.88,6778.340045108742
0.9,Fair,E,SI2,65.0,58.0,6.08,6.04,3.94,17284.452985782507
1.0,Ideal,D,SI2,61.5,56.0,6.45,6.41,3.95,21490.04097955526
0.29,Very Good,G,VS2,61.9,55.0,4.25,4.28,2.64,6141.962916192962
2.01,Premium,E,SI1,60.4,61.0,8.05,7.98,4.84,47046.086044035175
1.32,Premium,F,SI2,60.6,60.0,7.1,7.05,4.29,27835.26350270991
0.72,Premium,F,VS2,61.5,58.0,5.73,5.69,3.51,18032.891458975137
0.31,Premium,H,VS2,62.4,59.0,4.34,4.31,2.7,6696.790290032651
1.51,Fair,J,SI2,65.1,59.0,7.13,7.09,4.63,18090.00386580943
0.24,Ideal,H,IF,62.1,57.0,4.0,4.04,2.5,7420.836803856409
0.79,Ideal,E,VS2,59.3,57.0,6.02,6.06,3.58,21098.38765133653
0.73,Premium,F,VS2,62.7,58.0,5.76,5.7,3.59,19350.391595634195
0.9,Very Good,D,VS1,58.9,59.0,6.22,6.31,3.69,26401.173428324317
0.51,Premium,F,VVS2,61.9,56.0,5.17,5.13,3.19,15307.83016568664
0.29,Ideal,G,VVS2,60.7,54.0,4.33,4.37,2.64,7740.536397706146
0.68,Good,F,SI1,58.1,60.0,5.8,5.91,3.4,15294.658867832804
0.51,Ideal,D,VS2,61.1,56.0,5.16,5.2,3.17,13957.444454810682
1.55,Ideal,I,VS2,61.8,55.0,7.4,7.44,4.58,31112.519417620108
1.51,Very Good,H,SI2,60.8,58.0,7.4,7.51,4.53,26616.320059446636
2.01,Ideal,I,SI1,62.9,57.0,8.05,7.98,5.04,36464.84649352033
1.04,Very Good,G,VVS1,58.2,60.0,6.66,6.71,3.89,35272.15106211682
0.98,Fair,G,SI1,64.4,56.0,6.33,6.24,4.03,19338.15781469618
0.25,Very Good,E,VVS1,62.9,58.0,4.01,4.03,2.53,8427.176071715
0.42,Ideal,H,VS1,61.2,57.0,4.87,4.8,2.96,9521.68893274321
1.1,Very Good,G,VVS1,60.4,57.0,6.7,6.77,4.07,36535.37952036364
0.41,Very Good,D,VS1,62.8,57.0,4.73,4.76,2.98,11768.798217588506
1.02,Premium,F,VS2,62.7,59.0,6.41,6.44,4.03,29170.949238091613
0.61,Very Good,H,VVS2,60.5,57.0,5.52,5.54,3.35,15847.985313256482
0.4,Ideal,J,VS1,61.3,56.0,4.77,4.79,2.93,6908.049943516996
0.34,Ideal,D,VS1,60.9,56.0,4.56,4.51,2.76,9673.089042442287
0.4,Ideal,E,SI2,61.0,58.0,4.76,4.78,2.91,7720.166164562782
0.41,Ideal,G,VVS2,61.7,55.0,4.81,4.85,2.98,11518.846650361324
0.3,Ideal,H,SI1,62.4,55.0,4.3,4.32,2.69,5290.11320578875
0.31,Ideal,E,VS1,62.0,55.0,4.35,4.38,2.7,8184.685839992481
0.46,Very Good,E,VS2,62.2,58.0,4.95,4.99,3.09,12147.528174983257
0.4,Ideal,G,IF,62.2,55.0,4.73,4.76,2.95,12968.571801428803
0.3,Ideal,E,VS2,61.5,55.0,4.3,4.34,2.66,7266.419984556922
1.09,Ideal,F,SI2,61.2,57.0,6.6,6.64,4.05,21608.910639331476
0.71,Very Good,E,SI1,63.1,58.0,5.65,5.69,3.58,16755.57132088633
0.97,Ideal,G,SI2,61.6,56.0,6.31,6.39,3.91,17362.970342675493
1.02,Very Good,E,IF,61.7,60.0,6.38,6.52,3.98,42376.09872116887
0.42,Premium,D,SI2,60.0,61.0,4.89,4.85,2.92,8863.419779342647
0.33,Ideal,I,IF,61.8,55.0,4.46,4.47,2.76,8508.246973019299
0.36,Ideal,E,VS1,61.7,56.0,4.58,4.56,2.82,9610.081057123723
1.72,Ideal,H,SI1,62.2,57.0,7.65,7.55,4.72,34031.66831175376
0.37,Ideal,H,VVS1,62.0,53.0,4.63,4.66,2.88,9484.793785319842
0.71,Ideal,D,VS2,61.2,55.0,5.74,5.78,3.53,19451.616046100393
0.51,Very Good,I,SI1,63.5,60.0,5.03,5.05,3.2,8755.400179156057
0.3,Ideal,E,VS2,62.1,55.0,4.28,4.32,2.67,7323.9621927403505
0.71,Very Good,E,VS2,63.7,58.0,5.6,5.64,3.58,19119.93938986755
0.3,Ideal,E,VS1,61.6,55.0,4.34,4.36,2.68,8022.544482274155
0.97,Good,F,SI1,60.1,65.0,6.46,6.36,3.85,25583.892041054653
1.27,Ideal,I,SI2,62.1,56.0,6.92,6.96,4.31,19308.285568181545
1.57,Ideal,I,VS2,61.5,56.0,7.56,7.49,4.63,34336.12985787883
1.0,Premium,G,VS1,62.4,59.0,6.35,6.4,3.98,27962.692024767362
0.42,Ideal,D,VVS2,62.5,57.0,4.8,4.77,2.99,14222.534297768481
0.7,Fair,G,SI1,61.7,66.0,5.7,5.58,3.48,15552.05271728952
0.56,Ideal,D,VS1,61.6,57.0,5.33,5.29,3.27,17025.882000233192
0.51,Good,E,SI1,57.4,62.0,5.24,5.29,3.02,11198.208762632636
0.52,Very Good,I,SI1,63.3,55.0,5.13,5.1,3.24,8099.722757226163
0.39,Premium,G,VVS1,59.9,59.0,4.73,4.75,2.84,11597.628727639849
1.7,Very Good,H,VS2,63.3,57.0,7.59,7.54,4.79,39590.88544895344
0.3,Very Good,E,VVS2,59.7,57.0,4.37,4.43,2.62,8827.989672083044
1.08,Ideal,H,SI1,62.7,57.0,6.48,6.51,4.07,21212.109595779555
2.01,Ideal,F,SI2,61.9,55.0,8.1,8.05,5.0,38542.96577728717
0.55,Ideal,J,VS2,62.6,57.0,5.21,5.17,3.25,9047.004821670806
0.9,Fair,F,SI2,62.6,58.0,6.01,6.06,3.78,14271.088267532496
0.9,Ideal,I,VS1,62.4,57.0,6.17,6.21,3.86,20131.622782383176
1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,34850.24299203653
0.51,Very Good,H,VS2,60.1,59.8,5.14,5.19,3.1,10732.68326539101
0.7,Premium,E,VS1,59.4,61.0,5.78,5.74,3.42,20786.047319357243
0.7,Fair,H,SI1,66.0,56.0,5.5,5.53,3.64,11822.882914820824
0.34,Ideal,I,SI1,60.2,57.0,4.54,4.5,2.72,5257.039884550283
0.32,Ideal,G,IF,61.2,55.0,4.41,4.44,2.71,9981.922010386234
0.31,Ideal,D,VS2,59.4,56.0,4.45,4.4,2.63,7871.0784454523655
0.41,Premium,E,SI1,61.4,56.0,4.81,4.77,2.94,8687.374621794133
1.84,Ideal,J,VS1,62.4,56.0,7.84,7.8,4.89,35625.24112544845
0.9,Very Good,I,VS2,63.2,56.0,6.15,6.09,3.87,17440.61879356894
1.0,Ideal,E,VS2,61.6,57.0,6.44,6.38,3.95,28257.995876681605
0.37,Premium,E,SI1,61.8,58.0,4.59,4.64,2.85,8185.836185448971
1.53,Ideal,F,VS1,61.5,59.0,7.38,7.46,4.56,48693.33074910217
1.09,Ideal,G,VS2,62.8,57.0,6.54,6.58,4.12,28589.547089090196
1.04,Premium,F,SI2,62.8,55.0,6.48,6.41,4.05,19559.897613957823
0.8,Very Good,E,SI2,62.6,59.0,5.84,5.91,3.68,15879.755489339785
0.29,Good,F,VS1,62.1,56.0,4.24,4.26,2.64,6970.219583924579
1.21,Ideal,F,I1,62.0,56.0,6.84,6.8,4.23,16001.851178994879
2.01,Very Good,J,VS2,61.1,59.0,8.04,8.07,4.92,34389.25199199328
0.3,Premium,G,VVS2,62.6,58.0,4.27,4.29,2.68,8526.501524099853
1.01,Fair,H,VS2,64.5,60.0,6.3,6.25,4.05,22098.763847347764
1.61,Ideal,I,VS2,62.5,57.0,7.49,7.43,4.66,34132.85434018431
1.19,Very Good,D,SI2,61.1,58.0,6.84,6.88,4.19,26706.246546692146
1.12,Premium,H,VS1,61.6,58.0,6.64,4.11,3.7,13365.703457789257
1.7,Good,H,SI1,63.9,56.0,7.61,7.53,4.84,33697.33225059532
0.3,Premium,G,VS1,61.4,60.0,4.33,4.3,2.65,7747.746723422111
1.51,Good,J,SI2,58.1,64.0,7.53,7.57,4.39,22030.54330032537
1.01,Ideal,F,SI1,62.0,56.0,6.41,6.46,3.99,23374.99495864119
0.31,Premium,G,VS1,61.2,60.0,4.39,4.37,2.68,8052.195426208675
0.7,Good,F,SI1,58.7,64.0,5.77,5.78,3.39,16278.865896292107
